No,pesan,label
1411,"""Apa dasar ngakaknya? Baca koq cuma satu ayat? Gua biasa aja ngapain marah? Ateis justru sangat menggelikan bagi gua ketika mereka menyembah Charles Darwin dengan segala teori tahayul dan konyolnya.....""",marah
1412,jengjeng nyanyi pakai okulele simak oh simak susah amat sih lu-_-,sedih
1413,Tenganan Festival menjadi festival pariwisata unggulan di Karangasem yang memiliki tagline#karangasemthespiritofbali karena menjanjikan keunikan adat tradisi budaya yang adiluhung dengan live event tradisi perang pandan yang sudah mendunia.,senang
1414,Ada yang tersisa Dari semaraknya piala dunia Menghabiskan waktu bersama Masih tertinggal rasa sebuah asa Duduk berdua Beradu yang kita bela Sesekali tersenyum manja Tatapanmu begitu mempesona Aku tak kuasa Memendam rasa Kini ada yang berbeda Tumbuh getar cinta di dada,senang
1415,Mission accomplished! Yang penting udh ngenalin [USERNAME] ke mama papa. Tinggal tanggal mainnya lagi kaaan. Dia yg syahadat atau aku yg di baptis Wagelaseh... gimana menurut edak?? [USERNAME],senang
1416,"""Ini mba. Skrg org lagi hobi bongkar2 twitt lama :""""( Gw kadang sampe takut speakup cmn karena kepikiran """"Adakah twitt gw dulu2 2009/2010/brppun itu ada yg smpt nyinggung org?"""" """,takut
1417,"""itu pesan masuknya udah sexual harrasement sih dan itu sesuatu yang gak bisa dibilang biasa aja. di budaya yang paham Patriarki nya tinggi memang hal itu keliatan gak penting tapi coba yang diperlakukan begitu saudari kalian temen atau pacar? - ttp semangat Gita & Via""",sedih
1418,[USERNAME] sehat? Tiap hidupin data seluler selalu muncul notif yg pemakaian lbh dri 500mb. Terus data seluler otomatis mati. Gitu terus berulang. Padal kuotanya msih 1 Gb lebih.. Akhirnya gabisa dipakai. Respon yg solutif. Udah berkali kali kek gini ht,marah
1419,"""Baru kali ini ngerasa sukarela nyebarin kegiatan yang disukai dan bermanfaat juga. Tanpa diminta nyebarin pun pasti bakal disebar. Mulai dari sekarang mari bersepeda! #bersepeda #bandungbersepeda #bandung #bandungnightride #indonesiabersepeda [URL]""",senang
1420,pulang sudah ah jakarta keras men kalau sudah sore!,takut
1421,"""Disaat orang orang rame di twitter gw lagi riweh nyiapin nobar piala dunia. 28 hari nobar dengan durasi acara 5 sampai 12 jam. #ahlanwasahlanpildun""",senang
1422,"""Sayang aku rindu. Rindu akan senyummu, rindu akan mata indahmu, rindu akan semua tentangmu sayang. Iya sayang sayangnya kau tak mampu merasakan rindu ini.""",sedih
1423,"""Turut Berduka Atas Gempa di Lombok. Sepertinya niatan saya ke Rinjani harus ditahan dulu Semoga tidak ada lagi korban dan gempa susulan. [URL]""",sedih
1424,"""[USERNAME] [USERNAME] hahahahah anjir sama gue waktu itu sempet takut muka gue penuh dengan rambut rambut halus yg numbuh gara gara aloevera:(""",takut
1425,Kalau berita ini benar.. Sungguh menggelikan sekaligus menjijikkan... Lebih parah merendahkan martabat diri bangsa dan masyarakat Indonesia... Semoga itu Hoax... [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL] [URL],marah
1426,[USERNAME] no telepon 02122302243 Sudah dr kemaren useetv sy layar blank.. Tolong segera dieprbaiki. Dan tolong segera kirim teknisi ke lapangan.. Sy menunggu 1 jam lagi.. Tolonf konfirmasinya Sy hrs pergi kerja Jangan pelanggan hanya disuruh menunggu I,marah
1427,Romantis buat aing itu ketika melakukan apa yang harus dilakukan untuk sebuah hubungan dan ada saat pasangan bener-bener membutuhkan.,senang
1428,"""Fans mana pun yang benci sama 'Curry' bakalan ttp ngakuin 3 points nya bahaya bgt Mau ngelempar dr mana pun kemungkinan bola masuknya itu 9999%""",takut
1429,Ahoker PDIP ini kenapa ya gak pernah obyektif menilai prestasi? Kenapa Ahok selalu diklaim paling berprestasi? Penyesatan opini publik adalah jahat menurut saya sih [URL],marah
1430,"""Yg pernah atau sedang ngejalanin usaha pasti tau lika liku keunikan konsumen. Prinsip gue selama bisa gue penuhin permintaannya I will do it. Walaupun bagi gua aneh.""",senang
1431,"""Selamat Ulang Tahun Yaa Istriku Semoga Sehat Dan Panjang Umur Selalu Semakin Di Beri Kesabaran Dan Selalu Tulus Merawat Kedua Anak Kita ... senang u""",senang
1432,"""Ini yang kami sebut KEBAHAGIAAN Member SJ mungkin sering berubah karna tugas mereka untuk negara tetapi aku tidak bisa menyembunyikan kegembiraanku. Tahun depan kami menyelesaikan perjalanan panjang kami mengirim oppa kami utk mendaftar wajib militer #ReturnOfTheLittlePrince [URL]""",senang
1433,"""[USERNAME] Betul betul mbah sya juga heran kok masih ada prof kyaidan buya yang mau dibawah rok siembok yang setahu saya selama sekolah tidak terdapat satupun tulisan ataupun artikel yang memuat jasa siembok terhadap negara""",marah
1434,"""[USERNAME] Namanya juga kerja a -_- harus profesional kalo gak profesional mau makan apa neng? Cinta? Gak kenyang neng lebih suka makan daging apalagi yg bakarnya aa!""",marah
1435,"""Berkumpul dengan temen-temen SMP yes SMP. Yg pernah berjuang bersama 14 taun yg lalu. Udah jadi bapak dan calon bapak. Saya sih harusnya udah jadi calon bapak juga kalau saja taun lalu iya taun lalu ah sudahlah haha.""",sedih
1436,"""[USERNAME] tidak terasa sudah seminggu yang lalu berjumpa. sejak pertemuan pertama kita aku semakin cinta terhadap masing-masing member. kini aku selalu terbayang-bayang dengan kehadiran sosok kalian setiap mendengar lagu kalian.""",senang
1437,"""[USERNAME] [USERNAME] Maunya hadiahnya aja (khayru ummah) perintahnya (menyuruh kepada yg ma'ruf dan mencegah yg Munkar) ogah. Ibarat pengen kenyang tapi ogah makan.""",marah
1438,"""[USERNAME] Selamat malam seyogyanya jalur sepeda hanya utk sepeda dan trotoar utk pejalan kaki sesuai dg UU No.22/2009. Parkir sembarangan adlah tindakan """"pura2 tidak tahu"""". Saya yakin manajemen [USERNAME] tahu UU tsb. #MariTertibLantas [USERNAME]""",marah
1439,"""w suka heran ya sama bapak bapak abang abang yg makan siang dirumah makan dikerumunan orang banyak saat bulan puasa. rasa malu nya dimana itu lho""",sedih
1440,Turut berduka cita buat kawan a cak. Semoga. Keluarga yg di tinggalkan a. Bisa di beri kesabaran &amp meridoi kepergian alm.. #sajete #wani,sedih
1441,Situ mo ngelacur di mana n dibayar berapa bukan urusan sini ... sini cuman gasukak kalo situ salah gamo minta maap .. etapi bukan urusan situ jugak si sini mo sukak or enggak ma situ ...,marah
1442,"""Kemaren di belakang kampus juga ada anak kambing asal nyebrang. Eh kambing nya b ajha yang nyebrang w yang histeris takut mereka ketabrak :((""",takut
1443,makasih mba novitasarilaras sudah service macbook di [USERNAME] @ Auditorium Nurcholish Madjid - Universitas Paramadina,senang
1444,"""sangat tidak mudah mjd keluarga korban pencabulan beberapa keluarga yg memilih menutup buku kasus karena takut aib akan tersebar. lebih milih kyk gitu trauma anak jd nomor 2""",takut
1445,"""Walopun lebaran msh lama nuansa maaf memaafkan sdh menyebar kemana2 .Td ke ATMKatanya Maaf saldo anda tdk mencukupi. Gw coba telfon tmn eh operator jg minta maaf. Katanya Maaf pulsa anda tdk cukup utk melakukan panggilan ini #recehkantwitter""",sedih
1446,"""Malah Lu harusnya tanya ke IG nya langsung yang menghapus yg punya akun atau dari kebijakan IGnya? Pastikan... jangan melulu salahkan rezim.... kalau ternyata bukan akibat rezim itu ntar masuknya fitnah.... n""",marah
1447,"""kalian para wanita dgn mudah berkata: """"kami tdk butuh ketampanan kami hanya butuh kenyamanan.."""" kami para pria berpikir keras setengah hidup: """"yakin cuk? apa kalau kami gak tampan kalian bisa nyaman? hah? hah? hah? wtf! bullshit!"""" hee ~ #relationshit""",marah
1448,"""Apabila kamu sudah tidak dianggap ada jangan merasa bahwa kamu itu invisible tapi merasalah intangible. Seenggaknya kamu tetap berharga meskipun tidak berwujud. #skripsibaper #kapanmarineeeeeeeeyaAllah""",sedih
1449,"""Tahun ini juga mau maksain. Kemaren mau mati gara2 cicilan harian 150rb/hari (cicilan lebaran 10rb/hr dapetnya 3jt gw ikut 15biji). Beratnya krn gw dan istri usaha bareng namanya usaha ada pasang surut jadi blm mapan. Megap-megap dah""",sedih
1450,"""#SaveViaVallen lagi marak. Hanya opini saja saya malah support mbavia. Yang menyedihkan banyak yang anggap itu lelucon makin aneh lagi banyak perempuan yang memojokkan mbavia fanatisme yang tinggi membuat empati kehilangan tempat.""",sedih
1451,sudah ngaku saja ci haha enga lah enak saja kamu -_-,marah
1452,"""Cinta itu sederhana. Aku dan kamu dan tidak ada yang lain. Aku untukmu dan kamu untukku. Yang lain cuma nonton.""",senang
1453,Hanya mampu retweet bagi peminat cerita seram tengok je lah. Saya penakut. Kalau tengok kat wayang ni dengar suara aku sorang je menjerit walaupun tutup mata,takut
1454,[USERNAME] [USERNAME] Inilah Contoh Manusia Yg Buta Matanya.Udh Tau Ok Oce Dn Dp 0% Hanya tipu Muslihat.Mau Di Bilang Ada Paktanya.Udh Ga Waras Ya Loe.,marah
1455,Astaghfirullah baru jam 10 gw udah istighfar aja mo marah-marahin orang 'please refer to my last e-mail' alias BITCH I JUST SAID SO WHY ARE YOU ASKING AGAIN,marah
1456,"""[USERNAME] Sudah jawabannya sama no HP/billing/NPWP dll tidak terdaftar. Bagaimana mungkin belum terdaftar wong saya mendaftar di kantor BPJSTK di Menara Jamsostek kok. Dan mengapa pakai tokopedia bisa? (Pakai tokopedia kena biaya admin).""",marah
1457,Kalo inget hari itu worst bgt sih. Kebetulan emang lg berusaha buka hati buat orang lain krn yaduuu capek bgt nungguin orang 3tahun ga dapet2. Eh sekalinya dapet apes. (Part 2) [URL],sedih
1458,"""lg di dlm kereta lihat keluar jendela kaca cuma kelihatan lihat lampu2 kotalgunya [USERNAME] the truth untold ini bikin baper maximal""",sedih
1459,"""Siapapun besok tolong ingetin AA tommy yah Selasa 5 Juni 2018 Jam 15.00 Tolong Sms/telp/wa Takut AA nya ketinggalan info dari travelo*a Deg deg an nihh semoga dapet nonton piala dunia langsung *gak bakal bisa tidur nyenyak malam ini nunggu pengumuman besok*""",takut
1460,"""[USERNAME] Barang kiriman saya no resi 013150189591518 kok belum diantar ya? Padahal tgl 5/6 jam 09.24 wib sdh di Angke masih pagi tapi kok gak diteruskan ke alamat tujuan? [URL]""",marah
1461,"""ENGGAAAAAAA. KARNA SAYANG ITU TIDA MEMANDANG UMUR. KARNA AKU BAKALAN BUCININ PASANGAN AKU JADI MAU TUA ATAU MUDA NYA DIA BAKALAN AKU IKUTIN TERUSSD""",senang
1462,"""Sedang terjadi: seorang teman yg pas kuliah dulu sering bgt ngatain Jokowi pemerintah ini itu lah Jokowi ini itulah ngechat gue dan nanya Gimana sih tipsnya biar lolos tes CPNS?""",marah
1463,"""Lindungilah rakyat Ind dari penguasa yg dzalim ya Alloh penguasa semestakami yakin Engkau pasti akan menghancurkan org2 yg dzalim [URL]""",takut
1464,Jika orang tuamu tau kamu diperlakukan seperti itu oleh pacarmu mungkin mereka tidak akan membiarkan kamu dengan lelaki itu.. di caci maki di pukul di tendang di tempat umum ... Mending tinggalin aja cowok gt mah,marah
1465,[USERNAME] Kok banyak yg protes ye..ini pemain bagus buat sundulan..bayangin kalo oezil sama.xhaka kasih umpan lambung terus yang nyamber ini bocah..mayan kaga,senang
1466,"""Terimakasih saudara/iku... Kalian telah menyadarkan kami bahwa kepulangan dari persinggahan ini tidaklah memilih di mana tempat dan kapan waktunya sebagaimana air mata tak pernah memilih tempat jatuhnya. . . . [URL]""",sedih
1467,Aku menyadari bahwa kadang kita sulit ikhlas ketika kita benar-benar yakin kita seharusnya yg mendapatkannya. Kita benar-benar sudah berusaha maksimal dan merasa lebih baik dari orang lain yang berhasil mendapatkannya.,sedih
1468,"""Bersamamu aku ingin lupa pada sebuah kata pergi yg meninggalkan luka. Karna aku pernah kehilangan banyak hal yg aku miliki. Namun untukmu aku siap kehilangan kembali banyak hal.""",sedih
1469,"""Kini kemarau berkepanjangan setelah berbaris-baris doa kau kutuk hujan. Barusan ku dengar dalam tekukan lutut mu sungguh gersang hidup ini.""",sedih
1470,"""Masa keemasan bermain Badminton ketika saya dan rekan saya Dwi Sulistyono menyabet Juara di kelas double junior piala bupati 2008 dan 2010. Trus semi final single junior 2007 sampe sekarang masing terngiang.""",senang
1471,"""Sebel banget deh kalo ada senior kerja yang kek gini Teh tauuuuuuuu.... Teiung. Belom selesai nanya lohudah di jawab untung lagi ga pegang pisau.""",marah
1472,"""mon maap bukan mau jadi party pooper cuman itu fakultas disebrang jalan rektorat masi banyak yg nafas HTI. tulung diciduk dulu bu. tengs. [URL]""",sedih
1473,"""Terfavorit nih lagu dari album asteriska yg ke 2 judulnya karvanda. Sederhana sih cerita dibalik lagu ini karvanda adalah nama seseorang yg di suka tapi yg suka ini nggak tau apakah orang yg di suka ini punya rasa yg sama? [URL]""",senang
1474,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Harus-nya Di Tanya Pernyataan Sandi Itu Atas Nama Pemprove DKI Atau Kapasitasnya Sebagai Anggota Dewan Pembina Gerindra ?,marah
1475,"""Hari keempat sebelum sarapan Pak Seno dan Ibu Tuti kembali berbicara dgn kami """"Kalian belum ikhlas ternyata"""" raut wajah kami pada saat itu sudah jauh berubah jika dibandingkan dengan kemarin tertawa bercanda yang kemarin sempat hilang sudah kembali bersama kami di pagi itu.""",sedih
1476,alergi apa coba??? Kok jd bintik-bintik gini. Kata uda karena makan ikan tuna. Apa karena cuaca yg terlalu panas kali yaa uucchhh tersiksa kena garukan,takut
1477,"""[USERNAME] makasih banyak [USERNAME] atas kerja kerasnya nggak papa EXO nggak jadi kesini semoga EXO Planet #5 EXO bisa kesini amin terimakasih banyak [USERNAME] :')""",senang
1478,"""Yaa tdk apa2 konteks sy bkn bnr dn tdk bnr tp inilah sbuah proses penyempurnaan terus mnerus hg sampai ke tuj bangsa yg diinginkn.. Makmur sejahtera.. Ol krn itu shrsnya kita smua sepakat dn konsen""",senang
1479,"""Aku cuma takut aku terbuat dia kecewa ini peluang terakhir i knw him. Bila dia rasa kecewa yg teramat dia takkan pandang belakang. Dn dari sini pun dapat rasa kan yang aku mmg takut hilang dia""",takut
1480,"""[USERNAME] Ga tau tiba2 jatuh cinta setelah melanglang buana mencari fandom yg tepat setelah vakum selama setahun dari perkpopan dan berakhir di fandom yg bernama EXOL :)""",senang
1481,seluruh hidup saya. saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia. bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya kelak. saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui. hanya itu,senang
1482,Hikssss [USERNAME] knp daerah jln jambon (kodya Yogyakarta) sering mati listrik?? mlm ini mati listrik lg. Knp oh knp di kota besar kok listrik sering mati,sedih
1483,[USERNAME] sehat? Tiap hidupin data seluler selalu muncul notif yg kanan. Terus data seluler otomatis mati. Gitu terus berulang. Padal kuotanya msih 1 Gb lebih.. Akhirnya gabisa dipakai. Respon respon ya [URL],marah
1484,"""Dunia maya... tadi liat di IG ngeri euy videonya... mana yang ngedamprat ceweknya badannya gede gempal yg diseruduk g bisa ngelawan""",takut
1485,"""Shawn Mendes kalo pas nyanyi tanpa kita liat orangnya cuma bikin mesem2 gegara suaranya enak aja. Pas sambil liat orangnya... ya gini deh... [URL]""",senang
1486,"""Hahaha lucu sih diunfoll mantan yg acc nya udh gapernah aktif 2thn yg lalu pas aktif lagi gue diunfol &amp makin terdengar suara untuk kebenaran semakin bagus. Kalau benar tapi kalah keras sama yang salah itu yang harus diatasi. [URL]""",senang
1487,"""Sungguh sangat BEJAD...!! Anggota DPR Wakil Rkyt dibayar dgn Uang Rkyt. Malah menyalahkan Aparat/Densus 88. Dan mendukung Teroris.""",marah
1488,"""pernah ngomel karna diginiin trus bang ojolnya malah nyolot blg """"kalau ikutan macet jalan normal saya yang rugi neng bensinnya"""" """"jauh mba muter baliknya rugi saya"""" wth""",marah
1489,"""Udah mah takut belok terlalu miring karena pernah jatoh konyol dan pernah hampir jatoh masuk jurang karena ban benjol skrg lg ngebut parah tiba-tiba gabisa ngontrol gas sama rem yg bikin hampir mati atau tabrakan. Pertanda apa coba ini""",takut
1490,Ya kan jangan kali aja menambah pengetahuan kamu. Gak ada hubungannya dengan ketakutan aku. Apa yang ditakuti ? Gw bukan seorang penakut. Camkan itu,marah
1491,"""Dengan santainya pake kaos celana oblong sendal jepit ribut dikuncir gantung, muka kucel, modal laptop sama hp jalan sendirian. Sudahh lengkap syekaliii""",senang
1492,"""Malam ini ceritanya masih berbagi cerita dengan kawan lama semasa SMA banyak sekali hal yang dibahas mulai absurb serius sampe percintaan serasa masih SMA padahal udah pada kerja tapi katanya umur boleh tua jiwa jangan njay""",senang
1493,aq cinta ka dije hahahahahahahahaha goodnayt dari mimimingg yg baru saja menyelesaikan meng-approve 6000+ row usulan daerah,senang
1494,"""[USERNAME] manja, kang spam, suka imagine, perhatian banget ke satu cowo, bakalan sayang banget ke satu cowo, kalo udh kangen suka manjanya kelewatan, bawel banget, bullyable wjwk apalagi yaa wkwk""",senang
1495,"""8 Juli 2018 anak perempuanku dan kakeknya sudah kembali melalui upacara Ngaben di Singaraja. . April 2011 aku kehilangan anak dalam kandungan 4 bulan dan tak lama Desember suamiku juga""",sedih
1496,"""Entah kenapa gue ngeri gitu sama laut lepas which is yg ditengah gitu terhampar luas banget aer doang ngeri abiiiss dah Ga ngerti itu phobia atau bukan tapi gue ga pernah ada trauma sama laut lepas. Aneh tapi ngeri asli.""",takut
1497,"""Oh iya pada saat itu hanya mahasiswa reguler yang mendapatkan kelas bersama beliau dan aku bersyukur menjadi mahasiswa reguler dan dipertemukan dengan beliau ini. First impression kami terhadap Ka Abel jujur saja kami ngeri. Maksudnya? kami masih semester II masih bau cikur.""",takut
1498,Lambaian tanganmu kurasakan pilu di dada. Kasih sayangku bertambah padamu... Air mata berlinang tak terasakan olehku. Nantikanlah aku di Teluk Bayur~,sedih
1499,saya lelah saya bosan saya jenuh,sedih
1500,Ya kalau hanya cukup dengan minta maaf untuk apa ada polisi dan jaksa??? Dan kalau dibiarkan tidak akn ada efek jera dan pelajaran untuk lainnya,marah
1501,Ya masalah dia mau masuk partai penista Agama itu hak pilihan dia... yg di sayang kn sbaik nya tdk Usah membawa bawa Nama Allah dn membawa bawa nama HRS tuk k pentingan Pribadi,sedih
1502,"""[USERNAME] my senang. meskipun kadang beda pendapat trus suka susah juga diomongin trus juga kayanya sering aku bikin sakit hati :') tapi beliau baik banget orangnya keras tapi sebenernya lembut banget sebel kalo udah panik pasti bikin semua orang bing""",senang
1503,"""Sebagai cewek gw salut banget sama via vallen ini. Buat kita para cewek tindak pelecehan ini semacam aib yg gak pengen orang tau. Tapi dia berani! Thats why gw sangat emosi baca komen yg menghujat dia. Sesama cewek bukannya saling menguatkan malah menjatuhkan. So sad!""",marah
1504,"""Kuingin marah melampiaskan hatiku hanyalah sendiri disini. ingin ku tunjukan pada siapa yang ada bahwa hatiku kecewa *moshing sambil kesurupan maung""",marah
1505,"""[USERNAME] saya coba hubungi yg di cakung dan minta di wa balik untuk tanya prosedur pembelian sudah 5 hari sejak jumat tidak difollow up. Apakah demikian service maksindo?""",marah
1506,Negeri ini didirikan dengan akal sehat. Politik membuat banyak orang jadi pemarah. Akalnya buntu. Mari turun ke kampus-kampus. Rawat akal sehat mereka. Itulah sedekahmu buat bangsa. Bukan nungguin APBN.,marah
1507,"""Di kostan gue sering muncul gue sama temen gue slalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar ampe skrg ga pernah muncul lagi. Takut banget sama ini sumpah""",takut
1508,"""bangun tidur bgt cek handphone dapet pergantian schedule klo besok harus tugas terbang ke china. langsung meleeekk huaaa kok baru ini gue takut mau tugas terbang""",takut
1509,SEMUA WARGA BERHAK NYAPRES NYAWAPRES.. dan warga sebagai konstituen punya hak juga utk milih dan tidak memilih.. jadi jangan gederasa dulu kalo wajahnya dah masuk tivi dan koran.. tebarkan bantuan ke kirikanan tanpa harus nunggu jadi petinggi mumpung itu lebih baik #wisngonowae,marah
1510,Sekali lagi Salut dan Selamat [USERNAME] Terima kasih atas energi luar biasa teman teman,senang
1511,"""Gurindam 12 karya Raja Ali Haji sudah saya baca dari SD jadi bacaan saat belajar Arab-melayu. Ini fenomenalserius harus coba baca seluruhnya. [URL]""",senang
1512,Kadang suka gak terima kalo liat hidup we gak kayak temen2 we yang mulus2 aja. Mungkin balasan dosa2 we selama ini,sedih
1513,saya berusaha bertahan pada situasi dimana saya di teror dari berbagai sisi (kaum hawa lainnya yang kagum akan paras manusia yang saya ceritakan sebelumnya) di bully karna terlalu sering berduaan. di kirimi berbagai surat ancaman dari berbagai kaum hawa di setiap kelas yg brbeda.,sedih
1514,bentar lagi padahal pakai macet segala,marah
1515,ngerasa gagal jadi seorang kakak ga ngerti gimana rasanya jadi orangtua masih bisa senyum masih bisa bercanda dan ketawa padahal hati nya perih,sedih
1516,UNS universitas negeri surakarta Yang mendaftar 92.000 kampusnya cuma butuh 8200. Kamu yang keterima selamat sudah mengalahkan sekian ribu orang....,senang
1517,"""serial komedi taun 2013 cuma 1 season. ceritanya mba2 yg masih muda nikah sama duda 3 anak kadang malah dua mantan istrinya juga ngumpul di rumah. receh bgt asli""",senang
1518,"""[USERNAME] [USERNAME] Oh iya bisa tuh tp mesti bikin mold bentuk panda dulu hahahaha aku pngn nya bikin marble soap nis kyk gini [URL]""",senang
1519,"""Melakukan hal yang sebenernya lo ngga suka dengan senang hati karena lo tau itu bikin pasangan lo bahagia...itu baru romantis.""",senang
1520,[USERNAME] [USERNAME] sebenarnya orang itu yang katanya Profesor gak bisa jawab... jadi belagak congkak... sok melempar jawaban ke yang lain untuk jawab...,marah
1521,"""Pisau bermata dua. Bisa menikam orang lain dan diri sendiri. Atau bahkan kedua2nya menikam diri sendiri bisa juga kedua2nya menikam orang lain.""",takut
1522,"""[USERNAME] lah yaudah kaga usah diliat. atau lu ada gangguan jiwa kek gua? yang udah tau kaga demen tapi diliatin mulu. toh duit juga duit dia. asal kewajiban dia sebagai istri&ibu gak terbengkalai mah. gua lebih gak suka dia karna beberapa sifat 'k""",marah
1523,"""Jika cinta itu OOP maka cintaku padamu bagaikan sebuah kelas yang extend ke kelas hati.""",senang
1524,alah gr saja kamu _ barusan dapat senyumnya dari jarak meter saya lemas :') nanti malam ketemu lagi ya nc,senang
1525,"""Jelas terdengar nyata teriakan Hiszbut Tahrir singkirkan sekat-sekat nasionalisme. Ini yg Kami tak rela. Rasa kebangsaan yg hendak dihilangkan. Tanah Air dilenyapkandigantikan kepemimpinan transnasional entah di bawah khalifah siapa. Bertobat""",marah
1526,"""Kemudian kau datang dan membuatku kembali jatuh cinta. Ku coba hempas kita sama-sama jauh. Kemudian kita bertemu kembali dan lagi-lagi kita merakan jauh senang untuk kesekian kalinya.""",senang
1527,"""[USERNAME] kalo memang gak sanggup lambaikan tangan ke camera aja bro. Nanti ada yang jemput. Pleaselah stop komen aneh2 tentang negara ini anda khan salah satu petugas pemerintah juga tho ??? [URL]""",marah
1528,"""with THE Girlfriend~ Maaf bang dipinjem dulu si eneng. I need my long overdue dose of """"lexyness"""" #dinnerdate """,senang
1529,[USERNAME] But what makes me liking blink so much itu gara gara muka mereka beda beda dan gampang di hapal + most of them are lulusan idola cilik.,senang
1530,"""Tempat sampah made in Jerman itu oke kok positif thnkng aja Indonesia belum bs bikin. Bus tongtong ganti scania juga pada demen kan? Yg penting g dikorupsi ajasih.""",sedih
1531,"""saya makin dalam mengenalnya paham sisi lainnya yang kasar, brengsek, tidak punya hati, egois, joke-ing, mesum dan masih banyak sisi buruk lainnya, ya.. di seorang phsyco yang tak terduga.""",marah
1532,"""Bapa Surgawi tidak sedang diam dan menunggu sampai kita dapat berdoa dengan benar. Kita dapat datang kepada-Nya dengan setiap kebutuhan kita karena kita yakin bahwa Dia memahami dan menerima kita dengan kasih.""",senang
1533,"""Gue tipe orang yg penakut banget. Kadang kalo di kos sendiri padahal ga ada apa2 tapi gue parno gitu takut dan ngerasa kaya ada seseorang. Menurut kalian nih gue harus ngelakuin atau apa nih biar ga jd orang penakut? ( Minta di ruqiyah kalo gitu [URL]""",takut
1534,"""Gua sayang lu dan gua sadar itu gua mau kita saling jadi obat buat satu sama lain gua mau bahagiain lu begitu juga sama lu yg mau bahagiain gua Rel makasih udh mau ngasih gua kesempatan""",senang
1535,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] @4Y4NKZ [USERNAME] [USERNAME] [USERNAME] Makanya dari itu saya bilang kurang cerdas walaupun mau percaya spt apapun jika sesuatu hal yg tdk masuk akal kita tdk bisa percaya,marah
1536,"""Gimana dia mau kejar masa depannya sementara pas dia harus tidur lo maksain dateng ke kosan dan pas dia tidur lo cubit cubitin ganggu gangguin ky gt. Tengah malem dia mesti anter lo balik dan pagi nya si cowo kebablasan""",marah
1537,"""ingin rasanya saya mengulang seperti jaman kuliah ada teman [USERNAME] yg mengajak di hari terakhir tapi kalau kini sudah berbeda jarak dan setiap izinnya""",sedih
1538,"""bila ingin menghancurkan orang yg memang tidak saya sukai tak perlu saya repot2 saya liat dn saya biarkan orang yang tak saya sukaai kian menghancurkan dirinya sendiri tak perlu turut campur tangan saya""",marah
1539,Tapi eug takut kalo dia nanti merasa tdk mau ditemani trs menjauh trs nyindir trs ku tak enak lagi dan malas ngampus dan macam-macam akibat,takut
1540,"""Salah satu padhilah shalat duha bisa mempermudah memperoleh Rizki. Jika tak percaya lakukan!!! Kalo masih belum percaya terus lakukan!!! Sampai kamu benar benar percaya...""",senang
1541,"""sukadeh sama temen yg ngetweet konten2 yang """"berwawasan"""" apalagi di dunia nyata bisa share ilmu... """,senang
1542,[USERNAME] [USERNAME] [USERNAME] Bodo amat Bonek The Jak gak bisa akur kalo modelannya mereka begituan. Jijik kalo harus satu mindset sm mereka. Goblok permanen,marah
1543,"""Ketika semangat puasa mulai turun di akhir bulan lalu Allah beri semangat kita dengan adanya malam lailatu qadar biar kita semakin semangat beribadahnya Soswitnya Allah baiknya Allah Maka nikmat Tuhanmu yang manakah yang kamu dustakan?""",senang
1544,"""Man teman yang terhormat. Bisa ngga kita kumpul tanpa hp ? Buat apa kumpul bareng tapi asik sendiri kalo gitu mending dirumah bae nahan boker""",marah
1545,"""so soan ngeprank sih keseel panas tiris kunaon? lagian meni tahan amat ngediemin aku dua hari""",marah
1546,"""Pernah ngalamin kepikiran kata-kata buat ngetweet. Udah ngetik panjang-panjang tapi cuma disave as draf? Takut ada yang tersinggung khawatir ada yang salah paham.""",takut
1547,Banyak hal yang membuat ku khawatir didunia ini tapi kamulah yang paling aku khawatirkan..,takut
1548,daritadi tuh nangis ngeliat foto tae udh ilangin mulletnya.. apa dia tau ya banyak yg gasuka sm mullet dia? kalo kalian sayang bts seharusnya kalian juga bisa menerima apapun yg mereka lakukan dong kl udh kyk gini gbs di seselin lg udh terjadi huhuhu sedih bgt,sedih
1549,"""Alhamdulillah Prof setelah berbicara semalam di [USERNAME] adem rasanya semoga membawa keberkahan. Aamiin Yaa Rabbal 'Aalamiin.""",senang
1550,"""karna manusia tadi saya belajar apa yang ia sukai saya belajar menjadi Gamer's, Hacking, Psycologhy, Tricky, menggambar, memperdalam Anime, IT, ect. bukan cuma itu saya merubah sikap 360 derjat serta gaya berpakaian saya di sekolah.""",senang
1551,"""Namun kuakui jika tebakan Pak Seno dan Ibu Tuti pagi itu betul terkait keikhlasan kami. Kami belum ikhlas. """"Coba kalian pikirkan apa yg kalian abaikan dari sikap kalian yg belum juga ikhlas ini?"""" Kami diam.""",sedih
